epoch,train_loss,eval_loss,eval_map
0,1.2988101382579382,1.1502554973611825,0.018665481226056404
1,0.8819029540258759,0.7393266687089395,0.16579968315767812
2,0.7827263982847182,0.6455047250091843,0.2509898849481394
3,0.7568011453351289,0.6126907154368579,0.310248911784189
4,0.7181944601382255,0.5865544373731476,0.3467610574091453
5,0.6912005089027771,0.5731311822071588,0.3894196475119193
6,0.6614910250659115,0.5633052389075204,0.4072623662281961
7,0.6435003978238978,0.5522714289257781,0.42294105708105895
8,0.6282941029682743,0.5435240795506603,0.4386742292618045
9,0.6283732641819193,0.5474108545799541,0.45337402034443647
10,0.5953527251137348,0.539413235471965,0.4684313978579208
11,0.5763332132529817,0.5344328503546157,0.48214973413972506
12,0.5599785886961183,0.531032395057571,0.4847234939463042
13,0.57600166919216,0.5372752800053318,0.489857135851396
14,0.5364879293868342,0.534565884608317,0.48387043508249744
15,0.5258060983701673,0.5263674272216163,0.5055994166265363
16,0.5112801028376764,0.5347396347539116,0.49547477230492093
17,0.4881027303882821,0.5366823430138778,0.5015581426766123
18,0.4772639354222238,0.534277125792828,0.5185423446549703
19,0.4869882271529747,0.5388383395890755,0.5100304248141491
20,0.4591956892028581,0.5364471570839366,0.5089271628191442
21,0.44634878624466373,0.5473595114144439,0.5093067680020281
22,0.4334102662431966,0.5533544357161012,0.5026497900060333
23,0.41585146642846205,0.5582477103390595,0.5114144391676336
24,0.40219194604530273,0.5656612790204226,0.5117074049544057
25,0.39509714402239965,0.5703701709375614,0.507587940357654
26,0.3813533242326639,0.5784043228529454,0.5075287066342138
27,0.3738560268341634,0.5842522456823178,0.5036515403216797
28,0.3612710264782011,0.5930126361144028,0.5075490970247487
29,0.35230116453044064,0.5917680103804155,0.5075475792986331
30,0.3437704082003767,0.6039612449235576,0.5047027370022449
31,0.33481911423152866,0.612832907994489,0.5025290561444897
32,0.32856828242828134,0.6173891690952341,0.49319398641042506
33,0.3237039050417766,0.622216153189512,0.49388612745182703
34,0.3211373202285709,0.6238137682775347,0.4903631933288625
35,0.31642821281803507,0.6276058166716562,0.49518389944555374
36,0.31175619549529054,0.6320361196436337,0.49562785938246884
37,0.31084043656340354,0.6348121153943469,0.4936165452425008
38,0.30758883418978644,0.6361911423797536,0.49216489715859957
39,0.3076867272606319,0.6371928588961304,0.49156470806450964
40,0.30587933411402995,0.6369777798727109,0.4921851500321271
41,0.30547321322681364,0.6373806474061402,0.4931289143808367
42,0.30728976905712174,0.6372296910297863,0.4916074650301324
43,0.30671960754954286,0.6371017433865825,0.49169010028700694
44,0.30799089585371536,0.6372798404642971,0.49204370261230346
45,0.3094894212057695,0.6378912605917655,0.49280898884109414
46,0.30615637090445685,0.6379960888553455,0.49250842659345573
47,0.3056140896466541,0.638193046465879,0.49173513164203164
48,0.30810904898615715,0.6379667730125913,0.4923921495144343
49,0.30815602427430394,0.637742536802131,0.4930692277129455
