epoch,train_loss,eval_loss,eval_map
0,1.3595713416709876,1.2430689470554754,0.012112404651555093
1,0.9487673678816625,0.8379055913945449,0.10848144801292359
2,0.8098426632664282,0.7035005510487058,0.20167572409078205
3,0.7695183828807198,0.6533496825675654,0.26386848379874
4,0.7131142086283203,0.6210597936923687,0.31570257198618984
5,0.6817128933980479,0.6007496292998151,0.3391935088036365
6,0.656034550821071,0.5836715955447972,0.36694924771529785
7,0.6350330739812466,0.5765377601807828,0.3925001074291082
8,0.6156450184318669,0.5697591058010605,0.40125311633726707
9,0.6024032780025954,0.5646169475647268,0.41161281667184707
10,0.5884678606647928,0.5600681408559478,0.42391527170573073
11,0.5730257572500008,0.5619592723658563,0.4277724850820944
12,0.5669199657088896,0.5568659927712298,0.4390391999931081
13,0.5573201955777571,0.5559514122429753,0.44884569588841094
14,0.5439662198696589,0.5569714930670346,0.44557111616220535
15,0.5370619403178076,0.5589082312255893,0.44806476950129187
16,0.5276040028563529,0.5588305245122737,0.44961865844535415
17,0.5110965462772606,0.5611236165134962,0.45568952297372073
18,0.5141909071682814,0.5597618958814358,0.461395116674208
19,0.5038470879416677,0.5554233427492061,0.46421125539681357
20,0.4987752870212069,0.5573126341567478,0.46529956179109866
21,0.48807456908051894,0.5712085087050341,0.4665733423391456
22,0.4856570720061669,0.5660333593910079,0.46363804209785947
23,0.47646259495953885,0.5699549546235796,0.468365561232595
24,0.47391762586834335,0.5757429558758143,0.46537293078672815
25,0.46140287987396245,0.5723035788073847,0.47571690866389116
26,0.4597713232880445,0.5794467570410436,0.4629594799705629
27,0.4601166936772363,0.5803042974525724,0.466847136874035
28,0.44760484561028197,0.5810435946991177,0.47209782520518545
29,0.4433511640688,0.5839234197266479,0.4796568582364757
30,0.43715474259616627,0.5806738614215934,0.4775292684162483
31,0.43050115643824466,0.5860529731705161,0.4712743032744584
32,0.43497248873124134,0.5903712638174466,0.47598402472206686
33,0.41968308229770207,0.5932845182162363,0.47390550206349713
34,0.42168719987316367,0.5981041707047229,0.46804731468498983
35,0.4105415272453059,0.6084144637687569,0.47339922917204175
36,0.4076813545882282,0.6108955292123195,0.47132478682113865
37,0.40102772165536116,0.6132815771732127,0.4736761087681627
